RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;FISICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2796819;FISICA  05/07/2021 21/12/2024;05/07/2021;21/12/2024;3304;3200;3200;2,5;;1266;2,5276;922,5908;1,1532;;;01/01/2023;31/12/2023;7;365;0;0;0;0; 1,0000 ; 1,1532 ; 8,0727 ; 20,1817 ; -     ; 20,1817 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;3024709;ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  03/09/2021 31/07/2023;03/09/2021;31/07/2023;360;360;360;2;;697;0,5165;188,5222;0,2357;;;01/01/2023;31/12/2023;28;0;0;212;0;0; 0,5808 ; 0,1369 ; 3,8324 ; 7,6648 ; -     ; 7,6648 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM EVENTOS;TURISMO, HOSPITALIDADE E LAZER;NÃO;INTEGRADO;2840692;TECNICO EM EVENTOS INTEGRADO 16/02/2022 20/12/2024;16/02/2022;20/12/2024;3146;800;3000;1,5;;1039;2,8874;1.053,8980;1,3174;;;01/01/2023;31/12/2023;44;365;0;0;0;0; 1,0000 ; 1,3174 ; 57,9644 ; 86,9466 ; -     ; 86,9466 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;SUBSEQUENTE;2841235;TECNICO EM GASTRONOMIA SUBSEQUENTE 16/02/2022 30/10/2023;16/02/2022;30/10/2023;960;800;800;1,5;;622;1,2862;469,4534;0,5868;;;01/01/2023;31/12/2023;37;0;0;303;0;0; 0,8301 ; 0,4871 ; 18,0241 ; 27,0362 ; -     ; 27,0362 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM LOGISTICA;GESTAO E NEGOCIOS;NÃO;SUBSEQUENTE;2841237;TECNICO EM LOGISTICA SUBSEQUENTE 16/02/2022 30/10/2023;16/02/2022;30/10/2023;960;800;800;1,5;;622;1,2862;469,4534;0,5868;;;01/01/2023;31/12/2023;33;0;0;303;0;0; 0,8301 ; 0,4871 ; 16,0756 ; 24,1133 ; -     ; 24,1133 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;PROEJA - INTEGRADO;2844100;TECNICO EM GASTRONOMIA PROEJA - INTEGRADO 16/02/2022 21/12/2024;16/02/2022;21/12/2024;2400;800;2400;2,5;;1040;2,3077;842,3077;1,0529;;;01/01/2023;31/12/2023;24;365;0;0;0;0; 1,0000 ; 1,0529 ; 25,2692 ; 63,1731 ; -     ; 63,1731 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GESTAO DE TURISMO;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2846084;GESTAO DE TURISMO  16/02/2022 31/07/2024;16/02/2022;31/07/2024;2052;1600;1600;1;;897;1,7837;651,0591;0,8138;;;01/01/2023;31/12/2023;25;365;0;0;0;0; 1,0000 ; 0,8138 ; 20,3456 ; 20,3456 ; -     ; 20,3456 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2846085;GASTRONOMIA  16/02/2022 31/07/2024;16/02/2022;31/07/2024;1888;1600;1600;2,5;;897;1,7837;651,0591;0,8138;;;01/01/2023;31/12/2023;20;365;0;0;0;0; 1,0000 ; 0,8138 ; 16,2765 ; 40,6912 ; -     ; 40,6912 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;FISICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2846087;FISICA  16/02/2022 18/12/2025;16/02/2022;18/12/2025;3304;3200;3200;2,5;;1402;2,2825;833,0956;1,0414;;;01/01/2023;31/12/2023;5;365;0;0;0;0; 1,0000 ; 1,0414 ; 5,2068 ; 13,0171 ; -     ; 13,0171 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2846088;MATEMATICA  16/02/2022 18/12/2025;16/02/2022;18/12/2025;3372;3200;3200;2,5;;1402;2,2825;833,0956;1,0414;;;01/01/2023;31/12/2023;10;365;0;0;0;0; 1,0000 ; 1,0414 ; 10,4137 ; 26,0342 ; -     ; 26,0342 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;SISTEMAS DE INFORMACAO;INFORMACAO E COMUNICACAO;NÃO;;2846090;SISTEMAS DE INFORMACAO  16/02/2022 18/12/2025;16/02/2022;18/12/2025;3180;3000;3000;1,5;;1402;2,1398;781,0271;0,9763;;;01/01/2023;31/12/2023;15;365;0;0;0;0; 1,0000 ; 0,9763 ; 14,6443 ; 21,9664 ; -     ; 21,9664 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2840687;TECNICO EM INFORMATICA INTEGRADO 26/02/2022 20/12/2024;26/02/2022;20/12/2024;3420;1200;3200;1,5;;1029;3,1098;1.135,0826;1,4189;;;01/01/2023;31/12/2023;49;365;0;0;0;0; 1,0000 ; 1,4189 ; 69,5238 ; 104,2857 ; -     ; 104,2857 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - TURISMO, HOSPITALIDADE E LAZER;TURISMO, HOSPITALIDADE E LAZER;NÃO;;3024674;ESPECIALIZACAO - TURISMO, HOSPITALIDADE E LAZER  04/08/2022 02/10/2023;04/08/2022;02/10/2023;360;360;360;1,5;;425;0,8471;309,1765;0,3865;;;01/01/2023;31/12/2023;78;0;0;275;0;0; 0,7534 ; 0,2912 ; 22,7118 ; 34,0676 ; -     ; 34,0676 ;EAD FP;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;LICENCIATURA;PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2915403;PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES  01/09/2022 31/07/2024;01/09/2022;31/07/2024;1040;3200;3200;2,5;;700;1,4857;542,2857;0,6779;;;01/01/2023;31/12/2023;41;365;0;0;0;0; 1,0000 ; 0,6779 ; 27,7921 ; 69,4804 ; -     ; 69,4804 ;EAD FP;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2945203;TECNICO EM INFORMATICA INTEGRADO 01/02/2023 23/12/2025;01/02/2023;23/12/2025;3347;1200;3200;1,5;;1057;3,0274;1.105,0142;1,3813;;;01/01/2023;31/12/2023;58;0;334;0;0;0; 0,9151 ; 1,2640 ; 73,3094 ; 109,9640 ; -     ; 109,9640 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM EVENTOS;TURISMO, HOSPITALIDADE E LAZER;NÃO;INTEGRADO;2945204;TECNICO EM EVENTOS INTEGRADO 01/02/2023 23/12/2025;01/02/2023;23/12/2025;3080;800;3000;1,5;;1057;2,8382;1.035,9508;1,2949;;;01/01/2023;31/12/2023;60;0;334;0;0;0; 0,9151 ; 1,1850 ; 71,0974 ; 106,6462 ; -     ; 106,6462 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM LOGISTICA;GESTAO E NEGOCIOS;NÃO;SUBSEQUENTE;2945410;TECNICO EM LOGISTICA SUBSEQUENTE 01/02/2023 30/07/2024;01/02/2023;30/07/2024;840;800;800;1,5;;546;1,4652;534,7985;0,6685;;;01/01/2023;31/12/2023;28;0;334;0;0;0; 0,9151 ; 0,6117 ; 17,1282 ; 25,6923 ; -     ; 25,6923 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;SUBSEQUENTE;2945708;TECNICO EM GASTRONOMIA SUBSEQUENTE 01/02/2023 31/07/2024;01/02/2023;31/07/2024;960;800;800;1,5;;547;1,4625;533,8208;0,6673;;;01/01/2023;31/12/2023;30;0;334;0;0;0; 0,9151 ; 0,6106 ; 18,3181 ; 27,4771 ; -     ; 27,4771 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;SISTEMAS DE INFORMACAO;INFORMACAO E COMUNICACAO;NÃO;;2960489;SISTEMAS DE INFORMACAO  17/02/2023 20/12/2026;17/02/2023;20/12/2026;3006;3000;3000;1,5;;1403;2,1383;780,4704;0,9756;;;01/01/2023;31/12/2023;31;0;318;0;0;0; 0,8712 ; 0,8500 ; 26,3489 ; 39,5233 ; -     ; 39,5233 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2960493;GASTRONOMIA  17/02/2023 20/07/2025;17/02/2023;20/07/2025;1792;1600;1600;2,5;;885;1,8079;659,8870;0,8249;;;01/01/2023;31/12/2023;36;0;318;0;0;0; 0,8712 ; 0,7186 ; 25,8712 ; 64,6780 ; -     ; 64,6780 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GESTAO DE TURISMO;TURISMO, HOSPITALIDADE E LAZER;NÃO;;2960496;GESTAO DE TURISMO  17/02/2023 20/07/2025;17/02/2023;20/07/2025;2052;1600;1600;1;;885;1,8079;659,8870;0,8249;;;01/01/2023;31/12/2023;33;0;318;0;0;0; 0,8712 ; 0,7186 ; 23,7153 ; 23,7153 ; -     ; 23,7153 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2960499;MATEMATICA  17/02/2023 21/12/2026;17/02/2023;21/12/2026;3376;3200;3200;2,5;;1404;2,2792;831,9088;1,0399;;;01/01/2023;31/12/2023;35;0;318;0;0;0; 0,8712 ; 0,9060 ; 31,7094 ; 79,2735 ; -     ; 79,2735 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;FISICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2960501;FISICA  17/02/2023 20/12/2026;17/02/2023;20/12/2026;3304;3200;3200;2,5;;1403;2,2808;832,5018;1,0406;;;01/01/2023;31/12/2023;15;0;318;0;0;0; 0,8712 ; 0,9066 ; 13,5994 ; 33,9986 ; -     ; 33,9986 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM GASTRONOMIA;TURISMO, HOSPITALIDADE E LAZER;NÃO;PROEJA - INTEGRADO;2965801;TECNICO EM GASTRONOMIA PROEJA - INTEGRADO 17/02/2023 20/12/2025;17/02/2023;20/12/2025;2400;800;2400;2,5;;1038;2,3121;843,9306;1,0549;;;01/01/2023;31/12/2023;27;0;318;0;0;0; 0,8712 ; 0,9191 ; 24,8150 ; 62,0376 ; -     ; 62,0376 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);QUALIFICACAO PROFISSIONAL - GESTAO E NEGOCIOS;GESTAO E NEGOCIOS;NÃO;;3042138;QUALIFICACAO PROFISSIONAL - GESTAO E NEGOCIOS  27/06/2023 29/06/2023;27/06/2023;29/06/2023;20;160;20;1;;3;6,6667;20,0000;0,0250;;;01/01/2023;31/12/2023;191;0;0;0;3;0; 1,0000 ; 0,0250 ; 4,7750 ; 4,7750 ; -     ; 4,7750 ;EAD FP;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;3024710;ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  04/08/2023 30/12/2024;04/08/2023;30/12/2024;360;360;360;2;;515;0,6990;255,1456;0,3189;;;01/01/2023;31/12/2023;40;0;150;0;0;0; 0,4110 ; 0,1311 ; 5,2427 ; 10,4854 ; -     ; 10,4854 ;PRESENCIAL;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);ASSISTENTE ADMINISTRATIVO;GESTAO E NEGOCIOS;NÃO;CONCOMITANTE;3041102;ASSISTENTE ADMINISTRATIVO CONCOMITANTE 15/09/2023 30/12/2023;15/09/2023;30/12/2023;160;160;160;1;;107;1,4953;160,0000;0,2000;;;01/01/2023;31/12/2023;144;0;0;0;107;0; 1,0000 ; 0,2000 ; 28,8000 ; 28,8000 ; -     ; 28,8000 ;EAD FP;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);MICROEMPREENDEDOR INDIVIDUAL (MEI);GESTAO E NEGOCIOS;NÃO;;3041108;MICROEMPREENDEDOR INDIVIDUAL (MEI)  15/09/2023 30/12/2023;15/09/2023;30/12/2023;160;160;160;1;;107;1,4953;160,0000;0,2000;;;01/01/2023;31/12/2023;32;0;0;0;107;0; 1,0000 ; 0,2000 ; 6,4000 ; 6,4000 ; -     ; 6,4000 ;EAD FP;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);PRODUTOR DE PLANTAS AROMATICAS E MEDICINAIS;RECURSOS NATURAIS;NÃO;;3041111;PRODUTOR DE PLANTAS AROMATICAS E MEDICINAIS  15/09/2023 30/12/2023;15/09/2023;30/12/2023;200;200;200;1;;107;1,8692;200,0000;0,2500;;;01/01/2023;31/12/2023;25;0;0;0;107;0; 1,0000 ; 0,2500 ; 6,2500 ; 6,2500 ; -     ; 6,2500 ;EAD FP;;;;;;;
RS;SÃO BORJA;IFFARROUPILHA;CAMPUS SAO BORJA;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);PROGRAMADOR DE DISPOSITIVOS MOVEIS;INFORMACAO E COMUNICACAO;NÃO;;3041113;PROGRAMADOR DE DISPOSITIVOS MOVEIS  15/09/2023 30/12/2023;15/09/2023;30/12/2023;200;200;200;1;;107;1,8692;200,0000;0,2500;;;01/01/2023;31/12/2023;41;0;0;0;107;0; 1,0000 ; 0,2500 ; 10,2500 ; 10,2500 ; -     ; 10,2500 ;EAD FP;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GESTAO PUBLICA;GESTAO E NEGOCIOS;NÃO;;1722397;GESTAO PUBLICA  11/03/2013 31/07/2015;11/03/2013;31/07/2015;2316;1600;1600;1;;873;1,8328;668,9576;0,8362;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4181 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;1946200;CIENCIAS BIOLOGICAS  10/03/2014 13/12/2017;10/03/2014;13/12/2017;3320;3200;3200;2,5;;1375;2,3273;849,4545;1,0618;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,5309 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;AGRONOMIA;RECURSOS NATURAIS;SIM;;1980603;AGRONOMIA  23/02/2015 20/12/2019;23/02/2015;20/12/2019;4354;3600;3600;2,5;;1762;2,0431;745,7435;0,9322;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4661 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;1980610;CIENCIAS BIOLOGICAS  23/02/2015 30/12/2018;23/02/2015;30/12/2018;3304;3200;3200;2,5;;1407;2,2743;830,1350;1,0377;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,5188 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;AGRONOMIA;RECURSOS NATURAIS;SIM;;2022855;AGRONOMIA  15/02/2016 18/12/2020;15/02/2016;18/12/2020;3834;3600;3600;2,5;;1769;2,0350;742,7925;0,9285;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,4642 ; 1,1606 ; 2,9015 ; 1,4508 ; 4,3523 ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GESTAO PUBLICA;GESTAO E NEGOCIOS;NÃO;;2022849;GESTAO PUBLICA  22/02/2016 22/02/2019;22/02/2016;22/02/2019;2316;1600;1600;1;;1097;1,4585;532,3610;0,6655;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,3327 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2022854;ADMINISTRACAO  22/02/2016 22/02/2020;22/02/2016;22/02/2020;3100;3000;3000;1;;1462;2,0520;748,9740;0,9362;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4681 ; 0,2341 ; 0,2341 ; -     ; 0,2341 ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;QUIMICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2022853;QUIMICA  09/03/2016 20/12/2019;09/03/2016;20/12/2019;3260;3200;3200;2,5;;1382;2,3155;845,1520;1,0564;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 0,5000 ; 0,5282 ; -     ; -     ; -     ; -     ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ANALISE E DESENVOLVIMENTO DE SISTEMAS;INFORMACAO E COMUNICACAO;NÃO;;2141032;ANALISE E DESENVOLVIMENTO DE SISTEMAS  13/02/2017 13/02/2020;13/02/2017;13/02/2020;2310;2000;2000;1,5;;1096;1,8248;666,0584;0,8326;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4163 ; 0,2081 ; 0,3122 ; -     ; 0,3122 ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;QUIMICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2141035;QUIMICA  13/02/2017 20/12/2020;13/02/2017;20/12/2020;3304;3200;3200;2,5;;1407;2,2743;830,1350;1,0377;;;01/01/2023;31/12/2023;2;0;0;0;0;182,5; 0,5000 ; 0,5188 ; 0,5188 ; 1,2971 ; -     ; 1,2971 ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ADMINISTRACAO;GESTAO E NEGOCIOS;NÃO;;2141038;ADMINISTRACAO  13/02/2017 13/02/2021;13/02/2017;13/02/2021;3100;3000;3000;1;;1462;2,0520;748,9740;0,9362;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,4681 ; 1,1703 ; 1,1703 ; -     ; 1,1703 ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;AGRONOMIA;RECURSOS NATURAIS;SIM;;2141039;AGRONOMIA  13/02/2017 23/12/2021;13/02/2017;23/12/2021;4354;3600;3600;2,5;;1775;2,0282;740,2817;0,9254;;;01/01/2023;31/12/2023;16;0;0;0;0;182,5; 0,5000 ; 0,4627 ; 3,7014 ; 9,2535 ; 4,6268 ; 13,8803 ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;GESTAO PUBLICA;GESTAO E NEGOCIOS;NÃO;;2479462;GESTAO PUBLICA  22/02/2018 26/02/2021;22/02/2018;26/02/2021;1852;1600;1600;1;;1101;1,4532;530,4269;0,6630;;;01/01/2023;31/12/2023;4;0;0;0;0;182,5; 0,5000 ; 0,3315 ; 0,6630 ; 0,6630 ; -     ; 0,6630 ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2479464;CIENCIAS BIOLOGICAS  22/02/2018 23/12/2021;22/02/2018;23/12/2021;3320;3200;3200;2,5;;1401;2,2841;833,6902;1,0421;;;01/01/2023;31/12/2023;3;0;0;0;0;182,5; 0,5000 ; 0,5211 ; 0,7816 ; 1,9540 ; -     ; 1,9540 ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;AGRONOMIA;RECURSOS NATURAIS;SIM;;2479467;AGRONOMIA  22/02/2018 14/12/2022;22/02/2018;14/12/2022;4354;3600;3600;2,5;;1757;2,0489;747,8657;0,9348;;;01/01/2023;31/12/2023;27;0;0;0;0;182,5; 0,5000 ; 0,4674 ; 6,3101 ; 15,7753 ; 7,8876 ; 23,6629 ;PRESENCIAL;;;;;;;
RS;SÃO VICENTE DO SUL;IFFARROUPILHA;CAMPUS SAO VICENTE DO SUL;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ANALISE E DESENVOLVIMENTO DE SISTEMAS;INFORMACAO E COMUNICACAO;NÃO;;2484337;ANALISE E DESENVOLVIMENTO DE SISTEMAS  22/02/2018 22/02/2021;22/02/2018;22/02/2021;2310;2000;2000;1,5;;1097;1,8232;665,4512;0,8318;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4159 ; 0,2080 ; 0,3119 ; -     ; 0,3119 ;PRESENCIAL;;;;;;;
